"french","bambara"
"frère","bálima"
"frère","bálema"
"frère","bá.den.ma"
"frère","bálimakɛ"
"soeur","bálimamuso"
"neveu","bálimamusoden"
"sans parenté","bálimantan"
"fraternité","bálimaya"
"parenté","bálimaya"
"nourriture","bálo"
"nourriture","dáhirimɛ"
"nourriture","díɲɛnatigɛ"
"vivres","bálo"
"vivres","dáhirimɛ"
"vivres","díɲɛnatigɛ"
"il lui a fourni des vivres","à y'á sɔ́n  bálo lá"
"vie","bálo"
"vie","dáhirimɛ"
"vie","díɲɛnatigɛ"
"elle a vécu longtemps","à mɛ́na  bálo lá"
"moeurs","bálo"
"moeurs","dáhirimɛ"
"moeurs","díɲɛnatigɛ"
"leurs moeurs sont décadentes","ù bálocogo tɛ́  tàbarikala yé"
"vivre","bálo"
"vivre","bálon"
"il a vécu longtemps","à bálola  kà mɛ́"
"nourrir","bálo"
"nourrir","bálon"
"tu nourris tous les étrangers qui viennent chez toi","dúnan ó dúnan nàna  í fɛ̀, í bɛ́  ò bálo"
"nourricier","bálobaa"
"nourricier","bálo.baga"
"celui qui donne la vie","bálobaa"
"celui qui donne la vie","bálo.baga"
"[Context:  Né 9, 6] c'est  toi qui donne la vie à chaque créature","É dè yé  òlu bɛ́ɛ bálobaga yé"
"pénurie","bálodɛsɛ"
"[Context: Kb 6/05 p 4] quand les vivres viennent à manquer sérieusement au village","bálodɛsɛ mána cóoko dùgu kɔ́nɔ..."
"football","bàlontan"
"priver de nourriture","bálontanya"
"[Context: kb 11/04 p 2] on a fait savoir que les sauterelles ont privé ces villages de nourriture cette année","à jìrala kó ntɔ̀n yé ò dùgu nìnnu bálontanya ɲìnan"
"conduite","bálosen"
"manière de vivre","bálosen"
"balon","bálɔn"
"crocodile","bàma"
"crocodile","màri"
"crocodile","jírɔbasa"
"[Context: prov] si longtemps que reste la bûche dans l'eau, elle ne devient pas crocodile","jírikurun mɛ́ ó mɛ́  jí rɔ́, ò tɛ́ kɛ́ bàma yé"
"qui a sa mère","báma"
"bonnet à.deux pointes","bàmada"
"bonnet à.deux pointes","básada"
"bambara","bámàna"
"bambara","bámànan"
"fétichiste","bámàna"
"fétichiste","bámànan"
"plante Gossypium barbadense","bámanakɔɔri"
"plante Gossypium barbadense","kɔ́ɔriba"
"plante Gossypium barbadense","kɔ́ɔrinin"
"plante Gossypium hirsutum","bámanakɔɔri"
"plante Gossypium hirsutum","kɔ́ɔriba"
"plante Gossypium hirsutum","kɔ́ɔrinin"
"société.bambara","bámanana"
"coutumes bambara","bámanana"
"chez nous, dans la société bambara ...","án fɛ̀  bámanana"
"langue bambara","bámanankan"
"langue bambara","bámana.kan"
"paganisme","bámanaya"
"condition de bambara","bámanaya"
"poisson Barbus occidentalis","bámanbilen"
"poisson Barbus occidentalis","táwali"
"poisson Barbus occidentalis","táwali báman.fin"
"poisson Barbus occidentalis","tòno"
"poisson Barbus foureaui","bámanbilen"
"poisson Barbus foureaui","táwali"
"poisson Barbus foureaui","táwali báman.fin"
"poisson Barbus foureaui","tòno"
"poisson Labeo senegalensis","bámanjɛ"
"kilomètre","bámɛtɛrɛ"
"porter sur le dos","bàmu"
"étoffe qui retient l'enfant sur le dos","bàmunan"
"chèvre","bàmuso"
"mère","bámuso"
"mère","bámuso"
"grosse chèvre adulte","bàmusokɔrɔ"
"[Context: créer des besoins, rôle de la publicité] le dos de la chèvre ne lui démange pas, tant qu'elle n'a pas vu un mur =","bàmusokɔrɔ kɔ́ tɛ́  à ŋɛ́ɲɛ ní  à má  dɛ̀nɛ yé (pró)"
"refuser","bàn"
"il a refusé de le faire","à y'í bàn  ò mà"
"il a désobéi à sa mère","à y'í bàn  à bá bólo"
"refuser","bàn"
"le coup de fusil n'est pas parti","màrifa bànna"
"abandonner","bàn"
"Raphia sudanica","bàn"
"Raphia sudanica","nbàn"
"refus","bàn"
"fin","bán"
"achèvement","bán"
"terminer","bán"
"terminer","tíla"
"achever","bán"
"achever","tíla"
"pour finir ...","k'à bán kà...kà bán kà...à lában"
"arrêter de","bán"
"arrêter de","tíla"
"mourir","bán"
"mourir","tíla"
"il a fini de parler","à bánna  kúma ná"
"il est mort","à banna"
"pas encore","bán"
"pas encore","fɔ́lɔ"
"il n'est pas encore arrivé","à má sé bán"
"encore !","bán"
"encore !","fɔ́lɔ"
"qui donc est encore par devant ?","jɔ́n bɛ́ ɲɛ́ bán ?"
"fromager","bàna"
"fromager","bànan"
"médius","bàna"
"médius","cɛ́mancɛrɔbana"
"médius","bàana"
"majeur","bàna"
"majeur","cɛ́mancɛrɔbana"
"majeur","bàana"
"j'ai une plaie au majeur","jóli bɛ́  né bàna ná"
"maladie","bàna"
"maladie","jànkaro"
"il est tombé malade","bàna y'á mìnɛ / bàna y'á sɔ̀rɔ / bàna bì'á kàn"
"il est mort","bàna má kún  à lá / bàna má ɲà"
"rendre qn malade","bàna bìla  màa ná"
"tomber malade","bàna"
"rendre malade","bàna"
"il est malade","à bànalen"
"extérieur du village","bána"
"il est allé aux cabinets","à táara bána kɔ́"
"le ""bana"" c'est l'extérieur du village","dùgukɔfɛla yé  bána yé"
"auto-ensemencé","bána"
"auto-ensemencé","mána"
"auto-ensemencé","bánan"
"animal sauvage apprivoisé","bána"
"animal sauvage apprivoisé","mána"
"animal sauvage apprivoisé","bánan"
"lèpre","bànaba"
"lèpre","fàrilɔfɛn"
"lèpre","kúna"
"lèpre","bági"
"malade","bànabaatɔ"
"malade","bàna.baga.tɔ"
"infirme","bànabaatɔlama"
"malade mental","bànabaatɔlama"
"quand ton enfant devient malade, c'est ta ceinture, tu ne peux le laisser de côté","ń'í dén kɛ́ra  bànabaatɔlama yé, í cɛ́sirijala dòn, í tɛ́ sé k'à bìla kɛ̀rɛ fɛ̀"
"maladie chronique","bànabasìgilen"
"longue maladie","bànabasìgilen"
"maladie subite","bàna-cúnnen"
"arbre Crateva adansonii","bànajugu"
"arbre Crateva adansonii","nsúname"
"arbre Crateva adansonii","bànan.jugu"
"maladie très grave","bànajuguba"
"le tétanos est une maladie très grave","jàlibana yé  bànajuguba yé"
"microbe","bànakisɛ"
"virus","bànakisɛ"
"infecté","bànakisɛma"
"pollué","bànakisɛma"
"[Context: kb 7/05 p 2] cela fait parvenir de l'eau contaminée aux gens","ò bɛ́ kɛ́ sábabu yé kà jí bànakisɛma láse mɔ̀gɔ mà"
"sans microbe","bànakisɛntan"
"[Context: kb 12/04 p 4] eau sans microbe, potable","jí bànakisɛntan"
"infecté","bànakisɛtɔ"
"[Context: Kb 10/06 p 2] beaucoup sont infectés tout en ignorant qu'ils sont  malades","bànakisɛtɔ cáman bɛ́ yèn mínnu t'á kàla mà k'ú mán kɛ́nɛ"
"l'extérieur","bánakɔla"
"selles","bánakɔla"
"excrément humain","bánakɔtaa"
"excrément humain","kɔ́fɛtaa"
"excrément humain","ɲàmanataa"
"constipation","bánakɔtaasɔrɔbaliya"
"occlusion intestinale","bánakɔtaasɔrɔbaliya"
"toilettes","bánakɔtagayɔrɔ"
"toilettes","bána.kɔ.taa.yɔrɔ"
"manioc","bànaku"
"manioc","bànanku"
"barre transversale","bànamini"
"croix","bànamini"
"barrer","bànamini"
"barrer","bàlamini"
"croiser","bànamini"
"croiser","bàlamini"
"s'interposer","bànamini"
"s'interposer","bàlamini"
"il s'est interposé entre les deux querelleurs","à y'í bànamini  kɛ̀lɛkɛla fìla cɛ́ :"
"répondre en normand","bànamini"
"répondre en normand","bàlamini"
"poisson Papyrocranus afer","bànángòló"
"épidémique","bàna-yɛ̀lɛmata"
"maladie contagieuse","bàna-yɛ̀lɛmata"
"entêté","bànbaanci"
"entêté","bàn.baga.nci"
"désobéissant","bànbaanci"
"désobéissant","bàn.baga.nci"
"entêtement","bànbaanciya"
"entêtement","bàn.baga.nci.ya"
"mauvais vouloir","bànbaanciya"
"mauvais vouloir","bàn.baga.nci.ya"
"[Context: Ps 78, 40] que de fois, ils lui furent rebelles  ... s'opposèrent à lui","ù yé bànbaganciya kɛ́ à lá sènɲɛ cáman"
"défunt","bánbaatɔ"
"défunt","bán.baga.tɔ"
"agonisant","bánbaatɔ"
"agonisant","bán.baga.tɔ"
"complètement","bánbali"
"se remplir complètement son petit ventre","k'à kɔ́nɔbaranin fá  bánbali !"
"infini","bánbali"
"une toux chronique","sɔ̀sɔsɔgɔ bánbali"
"en terrasse","bànbalima"
"effort","bánban"
"sérieux","bánban"
"prends cette affaire très au sérieux","í kà  nìn dòn bánban ná"
"enfoncer","bánban"
"enfoncer","jíja"
"fixer solidement","bánban"
"fixer solidement","jíja"
"s'efforcer de","bánban"
"s'efforcer de","jíja"
"efforce-toi de marcher","í bánban  kà táama"
"terre-plein","bànbe"
"terre-plein","bàn.bali"
"seuil relevé","bànbe"
"seuil relevé","bàn.bali"
"banquette en banco","bànbe"
"banquette en banco","bàn.bali"
"désobéissant","bàncimala"
"[Context: on ne lui offrira pas de gâteries] petit désobéissant ! tu passeras à côté de beaucoup de casseroles fermées","dénmisɛn bàncimala ! í nà tɛ̀mɛ  dàanin cáman dátugulen ná"
"tante cadette","báncinin"
"mère cadette","báncinin"
"tante cadette","báncinin"
"grossesse avancée","bànda"
"[Context: femme] être à.terme.","bànda"
"[Context: femme] être à.terme.","túfa ?"
"[Context: femme] être à.terme.","jànfa ?"
"être en état de grossesse avancée","bànda"
"être en état de grossesse avancée","túfa ?"
"être en état de grossesse avancée","jànfa ?"
"elle est enceinte d'au moins huit mois","à kɔ́nɔ bàndalen  = à kɔ́nɔ túfalen ; à kɔ́nɔ jànfalen"
"épingle à.cheveux","bàndigi"
"épingle à.cheveux","bàdigi"
"bassin","bánfan"
"bassin","bàafan"
"bonnet","bànfula"
"bonnet","fúgula"
"coiffure en tissu","bànfula"
"coiffure en tissu","fúgula"
"accouchement","bánge"
"accouchement","bángen"
"accouchement","bángin"
"naissance","bánge"
"naissance","bángen"
"naissance","bángin"
"elle a atteint la ménopause","à yé bánge bìla"
"ça peut rendre la femme stérile","ò bɛ́ sé kà bánge tìgɛ  mùso lá"
"naître","bánge"
"naître","bángin"
"naître","bángen"
"engendrer","bánge"
"engendrer","bángin"
"engendrer","bángen"
"elle a mis au monde des jumeaux","à yé  fìlanin bángin"
"être fécond","bánge"
"être fécond","bángin"
"être fécond","bángen"
"elle a mis au monde des jumeaux","à bánginna  fìlanin ná"
"être cause de","bánge"
"être cause de","bángin"
"être cause de","bángen"
"propre mère","bángeba"
"propre mère","wóloba"
"parent","bángebaa"
"parent","bánge.baga"
"stérile","bángebali"
"stérile","bángekɛbali"
"propre père","bángefa"
"propre père","wólofa"
"infécondité","bángegɛlɛya"
"accouchement difficile","bángegɛlɛya"
"femme féconde","bángemuso"
"utérus","bángenugu"
"utérus","wólonugu"
"utérus","bángeso"
"plante Momordica charantia","bàngɛyɛ"
"plante Momordica charantia","bàngɔyɔ"
"plante Solanum incanum","bàngɛyɛ"
"plante Solanum incanum","bàngɔyɔ"
"jaunisse","bángira"
"jaunisse","sáyi"
"hépatite","bángira"
"hépatite","sáyi"
"paludisme chronique","bángira"
"paludisme chronique","sáyi"
"terre","bàngu"
"terre","bànku"
"donc","báni"
"donc","bánni"
"donc","bá"
"donc","bán"
"enfin","báni"
"enfin","bánni"
"enfin","bá"
"enfin","bán"
"que veux-tu dire au juste ?","í kó dì bá ?"
"[Context: un peu] attends donc  !","í jɔ̀ bánni !"
"patiente seulement !","í jɔ̀ bánni !"
"avant tout","báni"
"avant tout","bánni"
"avant tout","bá"
"avant tout","bán"
"rivière","bánin"
"plan d'eau","bánin"
"cigogne d'Abdim","bàninkɔ̀nɔ"
"cigogne d'Abdim","sàjumɛ"
"plante casse fétide","bàninkɔ̀nɔ-ká-tìgá"
"plante casse fétide","npyèlu"
"plante casse fétide","nsèlu"
"tante cadette","báninncinin"
"mère cadette","báninncinin"
"tante cadette","báninncinin"
"fruit semi-mûr","bànjaraki"
"vin de palme","bànji"
"vin de palme","nbàn.ji"
"plante Vetiveria fulvibarbis","bànkasa"
"plante Andropogon infrasulcatus","bànkasanin"
"entêté","bànkómà"
"décès","bánni"
"lier ensemble","bànsan"
"proposition négative","bànsen"
"périssable","bánta"
"caduc","bánta"
"sans mère","bántan"
"orphelin de mère","bántanfala"
"bouc castré","bàntɛgɛ"
"bouc castré","bà.dɛgɛ"
"plante Ziziphus microphylla","bántɔmɔlɔn"
"jujubier amphibie","bántɔmɔlɔn"
"plante Ziziphus spina Christi","bántɔmɔlɔn"
"femme du même âge que la mère","báɲɔgɔn"
"grande bassine","báɲuwari"
"baquet à teinture","báɲuwari"
"calebasse","bàra"
"contenant sphérique","bàra"
"ventre","kɔ́nɔbara"
"bouche ...","dábara"
"tambour","bàra"
"fétiche","bàra"
"cordon ombilical","bàra"
"le cordon ombilical de l'enfant est tombé","dén bàra bìra"
"préféré","bára"
"c'est la manière de traiter le mari qui fait d'une femme la préférée","mùsocɛ mìnɛcogo bɛ́  mùso kɛ́  bára yé"
"dancing","bára"
"place de danse","bára"
"chez","bára"
"viens chez moi","nà né bára"
"théière","báradaa"
"théière","bárada"
"cafetière","báradaa"
"cafetière","bárada"
"tambour","bàraden"
"récompense divine","bàraji"
"récompense divine","bàlayi"
"soyez-en récompensés !","á ní  bàraji !"
"récompenser","bàraji"
"ingrat","bàrajintan"
"sans récompense","bàrajintan"
"ingratitude","bàrajintanya"
"absence de récompense","bàrajintanya"
"cordon ombilical","bàrajuru"
"quand le cordon ombilical s'enroule autour du cou de l'enfant...","ní  dén bàrajuru mélekera  à kán ná..."
"langue nationale","bárakan"
"plante myrrhe du Sénégal","bàrakanten"
"plante myrrhe du Sénégal","jɛ̀lankunandi"
"bas-ventre","bàrakɔrɔla"
"bas-ventre","nàakɔrɔla"
"bas-ventre","kɔ̀nɛ"
"sexe","bàrakɔrɔla"
"sexe","nàakɔrɔla"
"sexe","kɔ̀nɛ"
"inflammation de l'ombilic","bàrakɔrɔsi"
"nombril","bàrakun"
"nombril proéminent","bàrakunba"
"hernie ombilicale","bàrakuru"
"gros nombril","bàrakuru"
"marmite","bárama"
"personne de la maison","báramɔgɔ"
"personne de la maison","bara.maa"
"femme préférée","báramuso"
"banane plantain","bàranda"
"banane plantain","lòko"
"mettre en sachet de toile","bàranda"
"mouton de case","bárasaga"
"coudre à.gros points","bàratu"
"suspendre de travers","báratu"
"porter en bandoulière","báratu"
"condition de la femme préférée","báraya"
"crépir","bàri"
"crépir","bɛ̀ri"
"rapiécer","bàri"
"rapiécer","bɛ̀ri"
"barrer","bàri"
"barrer","bɛ̀ri"
"se précipiter sur","bàri"
"se précipiter sur","bɛ̀ri"
"les abeilles se sont précipitées sur moi","díkisɛ y'ú bàri  né kàn"
"car","bári"
"car","kàtugu"
"car","báwo"
"étant donné.que","bári"
"étant donné.que","kàtugu"
"étant donné.que","báwo"
"parce que","bári sá"
"parce que","bárisa"
"étant donné.que","bári sá"
"étant donné.que","bárisa"
"barrique","bárigon"
"barrique","bárikon"
"barril","bárigon"
"barril","bárikon"
"bénédiction","bárika"
"bénédiction","bárka"
"importance","bárika"
"importance","bárka"
"il est costaud","bárika b'á lá"
"remerciement","bárika"
"remerciement","bárka"
"remercier qn","bárika dá  mɔ̀gɔ yé"
"faveur","bárika"
"faveur","bárka"
"grâce à un tel","kàrisa bárika lá"
"devenir fort","bárika"
"fortifier","bárika"
"il est devenu fort","à bárikara"
"bénir","bárika"
"remercier","bárikada"
"remerciement","bárikada"
"reconnaissance","bárikada"
"enfant béni","bárikaden"
"béni","bárikama"
"fortifiant","bárikama"
"puissance","bárikamaya"
"[Context: Sg 13, 2] l'impétuosité des flots","jíkulu ká bárikamaya"
"faible","bárikantan"
"sans force","bárikantan"
"fragilité","bárikantanya"
"débilité","bárikantanya"
"affaiblir","bárikantanya"
"la maladie l'a laissé sans force","bàna y'á bárikantanya"
"fort","bárikatigi"
"costaud","bárikatigi"
"fortifier","bárikatigiya"
"rendre fort","bárikatigiya"
"corpulence","bàrisogo"
"un tel est bien ""enveloppé""","kàrisa bàrisogo ká bòn"
"liane-fraise","bàro"
"conversation","bàro"
"conversation","másala"
"conversation","báabu"
"causer","bàro bɔ́"
"id.","bàro kɛ́"
"lancer une conversation","bàro sìgi"
"halo","bàro"
"il y a  un halo autour de la lune","kálo yé  bàro kòoli"
"causer","bàro"
"causer","bàto"
"causer","bàro"
"causer","bàto"
"adorer","bàro"
"adorer","bàto"
"lieu de causerie","bàroda"
"interlocuteur","bàroden"
"courtisan","bàroden"
"interlocuteur","bàrokɛla"
"interlocuteur","bàrokɛɲɔgɔn"
"courtisan","bàrokɛla"
"courtisan","bàrokɛɲɔgɔn"
"interlocuteur","bàrolamɔgɔ"
"interlocuteur","bàro.la.maa"
"courtisan","bàrolamɔgɔ"
"courtisan","bàro.la.maa"
"piler","báron"
"battre","báron"
"le chasseur abat beaucoup de gibier","dònso bɛ́  sògo báron"
"interlocuteur","bàroɲɔgɔn"
"conférence de presse","bàrosigi"
"[Context: kb 6/05/p 1] ces conférences de presse du chef de l'état ont été retransmises en direct par la radio et la télévision","jàmana kùntigi ká bàrosigi nìnnu látɛmɛna  àrajo ní  tèlewisɔnsoba lá"
"[Context: kb 6/06 p 2] [Context: au nouvel an] c'est une coutume pour le président de faire une conférence de presse","làada dòn jàmanakuntigi ní kùnnafonidila kà bàrosigi kɛ́..."
"maître de conversation","bàrotigi"
"[Context: de petits arbres] un arbre entouré  est comme un maître au milieu de ses élèves","jíri bàrotigi, à bɛ́ íko : kàramɔgɔ bɛ́  à ká kàlanden cɛ́ rɔ́:"
